email,frequency
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\926,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1830,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3993,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4761,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2303,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\259,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1027,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1317,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1038,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1389,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4371,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\909,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4795,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\448,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4027,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1861,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1282,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4485,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\827,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1451,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4510,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\613,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2322,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\483,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1037,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1852,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4251,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2474,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\288,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3982,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1912,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1479,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\469,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2221,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1483,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3936,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2316,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4278,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\844,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1923,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2295,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\136,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4699,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1271,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\859,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2375,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\636,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2483,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\520,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1404,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\608,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1621,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1750,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\427,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\373,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2510,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4201,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\714,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1636,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1345,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4218,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2399,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2453,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\104,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1258,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\497,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1815,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4476,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\404,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4642,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1686,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\346,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\176,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\240,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4042,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1193,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\69,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1319,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1328,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2144,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4594,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4187,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1563,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3971,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3914,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1942,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\18,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1802,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4299,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1674,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\392,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3981,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4578,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\196,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2387,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\543,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2216,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2040,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1911,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2470,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1427,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4389,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2488,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1442,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4745,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4002,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2486,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1195,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1836,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4071,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1487,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\125,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1103,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\779,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4801,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4256,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4814,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1943,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4320,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4047,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2505,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4188,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\387,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4241,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\379,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\813,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4767,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4738,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3930,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1983,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\822,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1986,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1882,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1369,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1649,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4366,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1459,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4279,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\190,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\281,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1926,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\426,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1063,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4525,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\326,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4153,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1643,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4774,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1580,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4663,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2312,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\363,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1126,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1767,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4362,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1905,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1100,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\874,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\803,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\43,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1392,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2243,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\884,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4357,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4030,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4502,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\984,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1494,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2494,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1671,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3991,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\832,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\513,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4666,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4442,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1651,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1169,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1300,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4720,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2190,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\321,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1536,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1564,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2298,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2466,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4650,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\486,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1745,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1077,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\181,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4568,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4495,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2511,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\384,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\48,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2257,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2426,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1410,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4285,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4368,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2276,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\156,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\197,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\697,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1874,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4675,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1457,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2550,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\251,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\168,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1660,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2376,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\398,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2213,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1898,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2356,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\522,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4181,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2001,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\527,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\899,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4422,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4116,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2148,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2443,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\915,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1765,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4237,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2543,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4138,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2321,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2185,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4517,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2090,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2364,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\433,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\415,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4473,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2037,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\184,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2045,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1025,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1357,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1971,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4378,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\126,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1611,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\337,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\852,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1387,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\93,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1142,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4191,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4746,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4556,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\333,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1837,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\95,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4592,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1462,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4446,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\237,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4806,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\300,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3975,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1177,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4095,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1665,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4020,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4564,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1702,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4146,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1130,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4204,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3955,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1638,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1277,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4289,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\62,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4667,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4017,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\490,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2053,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1423,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\90,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2207,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1512,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\623,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1509,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1152,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4513,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2004,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\356,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\407,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2572,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4043,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4740,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\477,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1472,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\755,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4664,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1657,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4504,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\106,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\933,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2193,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2154,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4493,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\798,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4425,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4365,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\981,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4575,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3933,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1521,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\581,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4515,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4701,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2349,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4352,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\886,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2532,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\550,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4128,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1086,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1549,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1112,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\824,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4073,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\966,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\309,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1565,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1148,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4334,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1733,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\401,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\535,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1736,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2227,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\530,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2102,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\507,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1292,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\975,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1976,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\92,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\866,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4391,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4569,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1889,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4775,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1173,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2307,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\510,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\825,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\601,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4444,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4034,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\857,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\302,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\582,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\764,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1792,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1232,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\489,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1642,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\831,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3947,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\528,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2229,0
